hhID,obsHourMin,season,meanW
rf_32,01:15:00,Spring,6.913296703296703
rf_32,01:15:00,Summer,7.414175824175825
rf_32,01:15:00,Winter,42.330326086956525
rf_32,01:16:00,Autumn,9.212717391304349
rf_32,01:16:00,Spring,6.913296703296703
rf_32,01:16:00,Summer,7.346373626373627
rf_32,01:16:00,Winter,39.75445652173913
rf_32,01:17:00,Autumn,9.498260869565218
rf_32,01:17:00,Spring,6.958555555555555
rf_32,01:17:00,Summer,7.283736263736264
rf_32,01:17:00,Winter,43.50217391304348
rf_32,01:18:00,Autumn,8.675869565217392
rf_32,01:18:00,Spring,6.856043956043956
rf_32,01:18:00,Summer,7.3150549450549445
rf_32,01:18:00,Winter,45.097500000000004
rf_32,01:19:00,Autumn,8.29391304347826
rf_32,01:19:00,Spring,6.85076923076923
rf_32,01:19:00,Summer,7.441868131868132
rf_32,01:19:00,Winter,37.48826086956522
rf_32,01:20:00,Autumn,8.39358695652174
rf_32,01:20:00,Spring,6.85076923076923
rf_32,01:20:00,Summer,7.346373626373627
rf_32,01:20:00,Winter,39.82173913043478
rf_32,01:21:00,Autumn,8.490108695652173
rf_32,01:21:00,Spring,6.882087912087912
rf_32,01:21:00,Summer,7.252417582417583
rf_32,01:21:00,Winter,43.38891304347826
rf_32,01:22:00,Autumn,10.167717391304347
rf_32,01:22:00,Spring,6.913296703296703
rf_32,01:22:00,Summer,7.252417582417583
rf_32,01:22:00,Winter,45.240434782608695
rf_32,01:23:00,Autumn,13.884456521739128
rf_32,01:23:00,Spring,6.913296703296703
rf_32,01:23:00,Summer,7.215824175824175
rf_32,01:23:00,Winter,48.02815217391304
rf_32,01:24:00,Autumn,7.59695652173913
rf_32,01:24:00,Spring,6.882087912087912
rf_32,01:24:00,Summer,7.283736263736264
rf_32,01:24:00,Winter,61.24880434782609
rf_32,01:25:00,Autumn,5.604456521739131
rf_32,01:25:00,Spring,6.882087912087912
rf_32,01:25:00,Summer,7.346373626373627
rf_32,01:25:00,Winter,53.28869565217392
rf_32,01:26:00,Autumn,8.139021739130435
rf_32,01:26:00,Spring,6.85076923076923
rf_32,01:26:00,Summer,7.221098901098901
rf_32,01:26:00,Winter,38.015
rf_32,01:27:00,Autumn,10.069673913043477
rf_32,01:27:00,Spring,6.856043956043956
rf_32,01:27:00,Summer,7.221098901098901
rf_32,01:27:00,Winter,35.92434782608696
rf_32,01:28:00,Autumn,9.978369565217392
rf_32,01:28:00,Spring,6.882087912087912
rf_32,01:28:00,Summer,7.3150549450549445
rf_32,01:28:00,Winter,43.40793478260869
rf_32,01:29:00,Autumn,8.872065217391304
rf_32,01:29:00,Spring,6.882087912087912
rf_32,01:29:00,Summer,7.283736263736264
rf_32,01:29:00,Winter,52.003152173913044
rf_32,01:30:00,Autumn,8.74304347826087
rf_32,01:30:00,Spring,6.913296703296703
rf_32,01:30:00,Summer,7.252417582417583
rf_32,01:30:00,Winter,46.655
rf_32,01:31:00,Autumn,8.779239130434783
rf_32,01:31:00,Spring,6.882087912087912
rf_32,01:31:00,Summer,7.3150549450549445
rf_32,01:31:00,Winter,44.81217391304348
rf_32,01:32:00,Autumn,8.909891304347827
rf_32,01:32:00,Spring,6.85076923076923
rf_32,01:32:00,Summer,7.346373626373627
rf_32,01:32:00,Winter,46.975108695652175
rf_32,01:33:00,Autumn,9.125
rf_32,01:33:00,Spring,6.85076923076923
rf_32,01:33:00,Summer,7.252417582417583
rf_32,01:33:00,Winter,48.35347826086956
rf_32,01:34:00,Autumn,10.105760869565218
rf_32,01:34:00,Spring,6.85076923076923
rf_32,01:34:00,Summer,7.252417582417583
rf_32,01:34:00,Winter,50.5475
rf_32,01:35:00,Autumn,14.622717391304347
rf_32,01:35:00,Spring,6.856043956043956
rf_32,01:35:00,Summer,7.252417582417583
rf_32,01:35:00,Winter,54.68771739130435
rf_32,01:36:00,Autumn,16.016521739130436
rf_32,01:36:00,Spring,6.85076923076923
rf_32,01:36:00,Summer,7.252417582417583
rf_32,01:36:00,Winter,51.71934782608696
rf_32,01:37:00,Autumn,7.560760869565217
rf_32,01:37:00,Spring,6.401978021978023
rf_32,01:37:00,Summer,7.221098901098901
rf_32,01:37:00,Winter,43.02782608695652
rf_32,01:38:00,Autumn,6.672934782608695
rf_32,01:38:00,Spring,6.241758241758242
rf_32,01:38:00,Summer,7.3150549450549445
rf_32,01:38:00,Winter,43.37684782608696
rf_32,01:39:00,Autumn,6.7658695652173915
rf_32,01:39:00,Spring,6.782857142857143
rf_32,01:39:00,Summer,7.476813186813187
rf_32,01:39:00,Winter,54.50663043478261
rf_32,01:40:00,Autumn,7.524673913043478
rf_32,01:40:00,Spring,7.1378021978021975
rf_32,01:40:00,Summer,7.502857142857143
rf_32,01:40:00,Winter,50.6145652173913
rf_32,01:41:00,Autumn,8.448695652173912
rf_32,01:41:00,Spring,7.106483516483517
rf_32,01:41:00,Summer,7.528901098901099
rf_32,01:41:00,Winter,35.423804347826085
rf_32,01:42:00,Autumn,8.92358695652174
rf_32,01:42:00,Spring,7.012527472527473
rf_32,01:42:00,Summer,7.4349450549450555
rf_32,01:42:00,Winter,34.778369565217396
rf_32,01:43:00,Autumn,8.448695652173912
rf_32,01:43:00,Spring,6.923956043956045
rf_32,01:43:00,Summer,7.372417582417582
rf_32,01:43:00,Winter,35.40141304347826
rf_32,01:44:00,Autumn,8.515869565217391
rf_32,01:44:00,Spring,6.308021978021977
rf_32,01:44:00,Summer,7.341098901098901
rf_32,01:44:00,Winter,42.94836956521739
rf_32,01:45:00,Autumn,9.18695652173913
rf_32,01:45:00,Spring,5.4157142857142855
rf_32,01:45:00,Summer,7.372417582417582
rf_32,01:45:00,Winter,42.25673913043478
rf_32,01:46:00,Autumn,12.826086956521738
rf_32,01:46:00,Spring,5.603516483516484
rf_32,01:46:00,Summer,7.341098901098901
rf_32,01:46:00,Winter,41.327282608695654
rf_32,01:47:00,Autumn,9.687608695652173
rf_32,01:47:00,Spring,5.822637362637363
rf_32,01:47:00,Summer,7.466263736263736
rf_32,01:47:00,Winter,40.54804347826087
rf_32,01:48:00,Autumn,5.186304347826087
rf_32,01:48:00,Spring,5.827912087912089
rf_32,01:48:00,Summer,7.372417582417582
rf_32,01:48:00,Winter,39.706739130434784
rf_32,01:49:00,Autumn,7.240760869565217
rf_32,01:49:00,Spring,5.853956043956044
rf_32,01:49:00,Summer,7.341098901098901
rf_32,01:49:00,Winter,40.08869565217391
rf_32,01:50:00,Autumn,9.723804347826087
rf_32,01:50:00,Spring,5.9217582417582415
rf_32,01:50:00,Summer,6.829670329670329
rf_32,01:50:00,Winter,36.310108695652175
rf_32,01:51:00,Autumn,10.069673913043477
rf_32,01:51:00,Spring,5.989670329670329
rf_32,01:51:00,Summer,4.872527472527472
rf_32,01:51:00,Winter,35.372173913043476
rf_32,01:52:00,Autumn,9.088804347826086
rf_32,01:52:00,Spring,6.020989010989011
rf_32,01:52:00,Summer,4.773406593406594
rf_32,01:52:00,Winter,36.68173913043478
rf_32,01:53:00,Autumn,8.74304347826087
rf_32,01:53:00,Spring,6.052307692307692
rf_32,01:53:00,Summer,4.768131868131868
rf_32,01:53:00,Winter,43.836630434782606
rf_32,01:54:00,Autumn,8.805
rf_32,01:54:00,Spring,6.0575824175824176
rf_32,01:54:00,Summer,4.679450549450549
rf_32,01:54:00,Winter,43.6145652173913
rf_32,01:55:00,Autumn,8.90304347826087
rf_32,01:55:00,Spring,6.052307692307692
rf_32,01:55:00,Summer,4.642857142857143
rf_32,01:55:00,Winter,40.615108695652175
rf_32,01:56:00,Autumn,8.706847826086957
rf_32,01:56:00,Spring,6.078351648351648
rf_32,01:56:00,Summer,4.642857142857143
rf_32,01:56:00,Winter,39.923478260869565
rf_32,01:57:00,Autumn,8.190543478260869
rf_32,01:57:00,Spring,6.047032967032966
rf_32,01:57:00,Summer,4.705494505494506
rf_32,01:57:00,Winter,39.944021739130434
rf_32,01:58:00,Autumn,8.861630434782608
rf_32,01:58:00,Spring,6.047032967032966
rf_32,01:58:00,Summer,4.773406593406594
rf_32,01:58:00,Winter,40.387934782608696
rf_32,01:59:00,Autumn,12.831304347826087
rf_32,01:59:00,Spring,6.015714285714285
rf_32,01:59:00,Summer,4.773406593406594
rf_32,01:59:00,Winter,40.55836956521739
rf_32,02:00:00,Autumn,14.23554347826087
rf_32,02:00:00,Spring,5.989670329670329
rf_32,02:00:00,Summer,4.773406593406594
rf_32,02:00:00,Winter,41.084782608695654
rf_32,02:01:00,Autumn,6.7710869565217395
rf_32,02:01:00,Spring,6.020989010989011
rf_32,02:01:00,Summer,4.773406593406594
rf_32,02:01:00,Winter,41.28630434782609
rf_32,02:02:00,Autumn,6.19804347826087
rf_32,02:02:00,Spring,6.015714285714285
rf_32,02:02:00,Summer,4.841208791208792
rf_32,02:02:00,Winter,41.358586956521734
rf_32,02:03:00,Autumn,7.15304347826087
rf_32,02:03:00,Spring,6.015714285714285
rf_32,02:03:00,Summer,4.836043956043956
rf_32,02:03:00,Winter,41.42065217391304
rf_32,02:04:00,Autumn,8.040978260869565
rf_32,02:04:00,Spring,6.015714285714285
rf_32,02:04:00,Summer,8.262857142857142
rf_32,02:04:00,Winter,41.99891304347826
rf_32,02:05:00,Autumn,9.001195652173914
rf_32,02:05:00,Spring,6.047032967032966
rf_32,02:05:00,Summer,11.54032967032967
rf_32,02:05:00,Winter,42.56141304347826
rf_32,02:06:00,Autumn,8.872065217391304
rf_32,02:06:00,Spring,6.041758241758242
rf_32,02:06:00,Summer,10.267142857142856
rf_32,02:06:00,Winter,42.95869565217391
rf_32,02:07:00,Autumn,8.206195652173914
rf_32,02:07:00,Spring,6.047032967032966
rf_32,02:07:00,Summer,10.366263736263736
rf_32,02:07:00,Winter,42.86586956521739
rf_32,02:08:00,Autumn,7.886086956521739
rf_32,02:08:00,Spring,6.015714285714285
rf_32,02:08:00,Summer,10.173186813186813
rf_32,02:08:00,Winter,42.17423913043478
rf_32,02:09:00,Autumn,7.94804347826087
rf_32,02:09:00,Spring,6.015714285714285
rf_32,02:09:00,Summer,10.272307692307692
rf_32,02:09:00,Winter,41.73543478260869
rf_32,02:10:00,Autumn,9.285108695652173
rf_32,02:10:00,Spring,6.015714285714285
rf_32,02:10:00,Summer,10.267032967032966
rf_32,02:10:00,Winter,42.06586956521739
rf_32,02:11:00,Autumn,12.330652173913045
rf_32,02:11:00,Spring,6.047032967032966
rf_32,02:11:00,Summer,10.204505494505494
rf_32,02:11:00,Winter,42.10217391304348
rf_32,02:12:00,Autumn,5.475434782608696
rf_32,02:12:00,Spring,6.052307692307692
rf_32,02:12:00,Summer,10.204505494505495
rf_32,02:12:00,Winter,40.81141304347826
rf_32,02:13:00,Autumn,5.320652173913044
rf_32,02:13:00,Spring,6.047032967032966
rf_32,02:13:00,Summer,10.173186813186813
rf_32,02:13:00,Winter,40.33119565217391
rf_32,02:14:00,Autumn,8.268152173913043
rf_32,02:14:00,Spring,6.020989010989011
rf_32,02:14:00,Summer,10.074065934065935
rf_32,02:14:00,Winter,40.434673913043476
rf_32,02:15:00,Autumn,10.400108695652174
rf_32,02:15:00,Spring,6.052307692307692
rf_32,02:15:00,Summer,10.042637362637363
rf_32,02:15:00,Winter,40.34173913043478
rf_32,02:16:00,Autumn,10.844130434782608
rf_32,02:16:00,Spring,6.020989010989011
rf_32,02:16:00,Summer,10.006043956043955
rf_32,02:16:00,Winter,40.30554347826087
rf_32,02:17:00,Autumn,10.04391304347826
rf_32,02:17:00,Spring,6.020989010989011
rf_32,02:17:00,Summer,9.98010989010989
rf_32,02:17:00,Winter,40.65152173913044
rf_32,02:18:00,Autumn,9.001195652173914
rf_32,02:18:00,Spring,6.020989010989011
rf_32,02:18:00,Summer,10.01142857142857
rf_32,02:18:00,Winter,41.23967391304348
rf_32,02:19:00,Autumn,8.681086956521739
rf_32,02:19:00,Spring,6.020989010989011
rf_32,02:19:00,Summer,10.173186813186813
rf_32,02:19:00,Winter,41.487717391304344
rf_32,02:20:00,Autumn,8.675869565217392
rf_32,02:20:00,Spring,6.020989010989011
rf_32,02:20:00,Summer,10.428901098901099
rf_32,02:20:00,Winter,41.37391304347826
rf_32,02:21:00,Autumn,8.670652173913044
rf_32,02:21:00,Spring,6.015714285714285
rf_32,02:21:00,Summer,10.559340659340661
rf_32,02:21:00,Winter,40.80608695652174
rf_32,02:22:00,Autumn,8.866847826086957
rf_32,02:22:00,Spring,6.020989010989011
rf_32,02:22:00,Summer,10.710659340659342
rf_32,02:22:00,Winter,41.059021739130436
rf_32,02:23:00,Autumn,8.523152173913044
rf_32,02:23:00,Spring,6.020989010989011
rf_32,02:23:00,Summer,10.715934065934066
rf_32,02:23:00,Winter,41.11576086956522
rf_32,02:24:00,Autumn,8.386739130434783
rf_32,02:24:00,Spring,6.015714285714285
rf_32,02:24:00,Summer,10.773296703296703
rf_32,02:24:00,Winter,41.182826086956524
rf_32,02:25:00,Autumn,11.050434782608695
rf_32,02:25:00,Spring,6.015714285714285
rf_32,02:25:00,Summer,10.835934065934065
rf_32,02:25:00,Winter,41.45141304347826
rf_32,02:26:00,Autumn,14.292282608695654
rf_32,02:26:00,Spring,6.020989010989011
rf_32,02:26:00,Summer,10.903846153846153
rf_32,02:26:00,Winter,41.915978260869565
rf_32,02:27:00,Autumn,6.802065217391304
rf_32,02:27:00,Spring,6.020989010989011
rf_32,02:27:00,Summer,10.997582417582418
rf_32,02:27:00,Winter,41.69402173913044
rf_32,02:28:00,Autumn,5.945108695652174
rf_32,02:28:00,Spring,6.020989010989011
rf_32,02:28:00,Summer,11.096923076923076
rf_32,02:28:00,Winter,41.15717391304348
rf_32,02:29:00,Autumn,8.29391304347826
rf_32,02:29:00,Spring,6.026263736263736
rf_32,02:29:00,Summer,11.096923076923078
rf_32,02:29:00,Winter,40.914891304347826
rf_32,02:30:00,Autumn,9.527608695652173
rf_32,02:30:00,Spring,5.989670329670329
rf_32,02:30:00,Summer,11.065604395604396
rf_32,02:30:00,Winter,40.34173913043478
rf_32,02:31:00,Autumn,9.336521739130434
rf_32,02:31:00,Spring,5.989670329670329
rf_32,02:31:00,Summer,11.06032967032967
rf_32,02:31:00,Winter,40.81652173913044
rf_32,02:32:00,Autumn,8.608695652173912
rf_32,02:32:00,Spring,6.020989010989011
